"meaningid","itemname","meaningno","sentenceno","meaning","meaningEn","sentence","sentenceCh","sentenceEn","wordclass"
"1075","epux","0","1","按(壓)","to press","Epux tikuh tokan rawa ga bukeo mu.","按住那個背籃，我要綁住它。",,"動詞"
"1076","ppexi","0","1","按住；按摩 (祈使)","to massage (imperative)","Ppexi kesun sumu han. Hawan naq.","跟你說了要按住！好可惜喔。",,"動詞"
"1078","qqaras","0","1","高興","happy","Qqaras hari!","高興點啊！","Be happier!",
"1079","kgeli","1","0","太陽穴","temples","Gisu mnarux kgeli ssiyo tunux mu. ","我頭的兩側的太陽穴正在痛。","My temples are aching.","名詞"
"1080","hiqun","1","0","彎曲",,"Kndalax strengan Tangan hiya de, egu riyung eluw hiqun ka eluw oosa Paran.","從眉溪的合流點(今人止關附近)開始，往霧社的道路就很多彎道。",,"名詞"
"1081","hnwaan","0","2","把...怎樣","to do something to another","Hnwaan daha mesa smalu qburic nii？","他們用什麼做這個火藥？","From what did they make the ammo?",
"1082","melux","1","0","不是...怎會...；無由地...",,"Melux namu naq paru, uxe maku dnngaan peni?","不是我養育你們的嗎？不然你們怎麼會長大(成人)呢？",,"動詞"
"1083","qbulic","1","2","火藥","gunpowder","Ini so qbulic halung saya ka qbulic halung snalu ta naq ita Seddiq, ini kbeyax ka nita.","我們賽德克人所製作的火藥不像現代的火藥，我們的比較弱。",,"名詞"
"1086","ngacun","1","0","瘜肉；小肉瘤",,"Malux hmeru ngacun baga ta ha?","我們的手怎麼會長出瘜肉？",,"名詞"
"1085","qbulic","2","1","灰；灰燼","ash","So hari mesa kcugun quyu ka qbulic pnthuwan nii, ye so kiya?","據說，蛇類會怕火堆的灰燼，是這樣嗎？",,"名詞"
"1087","mhenuk","0","1","易斷的 ; 柔軟的","soft; fragile","Nii hlama mhenuk, maha malu pqdalun laqi.","這是軟糖，較適合給孩子吃。","This is a soft candy. It is safer for kids to eat.",
"1088","naaguh","0","1","快點兒","hurry","Naaguh hari meyah su sapah de su mhedu mahu si bubu su.","妳媽媽說，妳洗完衣服就快點回家。","Your mom asks you to hurry home once you've done the laundry.",
"1089","temaq","1","0","碎；爛",,"Scuqi mhada ka hei bluqun nii di, kika tuting de temaq di.","這柿子的果實過熟了，所以掉下來就碎爛掉了。",,"名詞"
"1090","bheniq","0","1","吊桿；彈桿","pole","Malu slmeun bheniq ka sero duri.","九芎木也很適合用來做陷阱用的木桿。","Lagerstroemia subcostata is a good material for poles used to set up a trap.","名詞"
"1091","qburung","2","0",,,,,,"動詞"
"1092","kacuy","1","0",,,,,,"動詞"
"1094","skenux","0","1","聞","to smell","Temi, skenux sknexun su phepah kiya?","Temi，那朵(些)花妳聞起來(會)香嗎？",,"動詞"
"1095","hei","2","0","肉",,"Ngali naq hei rodux peni, pqdali laqi.","自己拿雞肉嘛，給小孩子吃。",,"名詞"
"1096","bnaquy","0","1","沙土；沙子","sand","Wada hqulun toraku kanna bnaquy yayung di.","河邊的沙子都被卡車給運走了。","The sand on the riverside is all carried away by truck.","名詞"
"1097","tsrusuq","0","1","(難過)掉淚","drop tears","Wada huqil huling na, kii tsrusuq laqi ga.","那孩子的狗死了，所以他流著眼淚。","The child's dog died, so he had tears running down the face.",
"1098","anu","1","0","因為","because","Ririh mu so tama ka Awi Dakis, anu ka swai rseno na tama mu ka heya.","Awi Dakis等同於我爸爸，因為他是我爸爸的弟弟。","Awi Dakis is equivalent to my dad because he's my father's brother.","其它"
"1189","nanaq","0","2","僅僅; 只","(the) only (available)","Rteruc baga; bux ima si meekan, ita naq.","用手揉搓即可；又不是要給別人吃，是我們自己要吃的。","Just rub it with your hands; it's not for others to eat, but for us.","名詞"
"1268","srahuq","0","1","錯過",,"Ga humuwa baga mu ini beyo srahug mangan ku qyuqeya.  【意義2】遲到 :   Wada ku srahug jikan di, ki ini ku daha trai.   我遲到了，所以他們沒有等我。","我的手怎麼了拿著東西很快就會滑掉。",,
"1102","kndudul","0","1","漸漸地","gradually","Ga kndudun paru kana pnhmaan mu di.","我種的東西越來越大了。","What I grow becomes increasingly big.",
"1103","tgleing","0","1","躲藏","to hide","Tleing truma hari ga kmuro hini di.","再往裡面躲一下正往這裡看了。","Have yourself hidden inward. They are looking this way.",
"1104","malux","0","1","怎麼","how (could)","Ptahu ta puniq di ho. Ma nii msekuy kana hei mu di.","我們來烤火吧！我的身體怎麼那麼冷！","Let's nurse a fire! My body is so cold!","動詞"
"1105","knngihun","0","1","辣；鹹；苦","to be spicy; to be salty; to be bitter","Ma ini knngihun ani tikuh.","怎麼一點都不辣。",,
"1106","qlengun","0","1","一定；非要；達到；盡；極","necessary; must","Qlengun su bale mekan maanu kana kiya Dakis, pqdali dheya duma da.","Dakis，那全部的（東西）你怎麼吃得了，有的給他們吃了吧。",,
"1107","qlengi","0","1","一定要","must","Qlengi ba mosa mita tikuh ka toruq qsiya ta Takun ha, so klaun ga spuwan sudu peni. ","Takun，你一定（無論如何）要去看（巡勘）我們的水管（toruq qsiya），或許被雜物（sudu）塞住（spuwan）了。",,
"1108","qulung","0","1","持續不懈; 一定；終究；完成","to persist","Qnheqil naq muuyas ciida ka Umin, kika qulung ba wada mangal sikeng pgkoco. ","那時候，Umin自己艱辛地讀書（準備功課），終究考上了校長的職位。",,"動詞"
"1187","knksaan","0","1","走過的(路)","the path that someone passed through","Pkksai laqi su Dakis,  teta piya qango knksaan na?","Dakis，讓你的小孩走路，看他能走幾步？",,"名詞"
"1110","eniq","0","1","所在之處","to be at some place","Eniq hini yamu han, sae mu mita ka Mona,teta gaga hii？","你們先在這裡，我去看看Mona在不在？",,"動詞"
"1111","Sloyan Lukus","0","1","埔里四庄番",,"Ga mssipo Puqan Rodux daka Sloyan Lukus, alang ssaan daha rmiyux qyqeya ka Sloyan Lukus. ","蜈蚣里與守城份是相對望(互為對岸)的，守城份是他們以物換物的交易場所。",,"名詞"
"1112","smnhii","0","1","相信",,"Yaku ge, smnhii ku ka mesa niqan Utux Baro.","我相信有上帝這件事。",,
"1113","snhiyan","0","1","信任；信仰","trust","Paru riyung snhiyan na Utux Baro ka tama bubu mu. ","我父母非常相信/信奉上帝。",,
"1114","mkkesa","0","2","走路","to walk","Ima ka ga mkkesa gaga? Kedu bale knpruwan ka hnyegan na.","那個正在走路的是誰？怎麼那麼高。",,"名詞"
"1115","rngagun","0","2","告訴某人；向誰說；轉達","to tell","Rngagun ku na ka bubu mu, knbeyax meepah mesa. ","我媽媽告訴我，她說要努力工作。",,"名詞"
"1116","mneeru","0","1","告訴","to tell","Hwaun su mneeru heya, haun na mneeru seediq di.","你幹嘛要告訴他，他會去跟別人說的。",,
"1117","mneeru","0","2","告訴","to tell","Sai mneeru tikuh tama su, adis slmaduc kusun kesa. ","(回) 去告訴你爸爸，明天帶著獵刀。",,
"1118","mngihun","0","1","辣；苦(味道)","spicy; bitter","Gisu mngihun riyung ka lnglungan mu.","我的心非常的辣/苦。",,
"1119","mseyang","0","1","生氣","to be angry","Mseyang ba paru ka tama.  ","我爸爸生很大的氣。",,
"1120","lhebun","0","1","胃；心地；心腸","heart","Nagah lhebun（na）seediq kii, snhuur riyung nseediq. ","那個人（不在現場）是個壞心腸的人，很會嫉妒別人。",,"名詞"
"1121","lnglungan","0","1","心思","mind; consideration","Malu lnglungan（na）seediq kii, ini mmhemuc mseyang seediq. ","那個人（不在現場）是個好心腸的人，不會隨便罵人（與人惡言相向）。",,
"1122","qcahul","0","1","心裡；心靈","mind","Sbleqi kanna ka qbubun nami ma qcahun nami.","祈禱中說：（上主啊！）求?讓我們的肉身與心靈都安康。",,"名詞"
"1123","kani1","0","1","本來...",,"Kani su ini osa lmiqu.","你不應該去狩獵。",,"動詞"
"1124","ani naq","0","2","不論",,"Ani naq lmanguy ka heya.","他可以游泳(因為今天天氣好)。",,
"1125","qnbsiyaq","0","1",,,"Kedu qnbsiyaq traun kiya, wada inu di?","等了(他)那麼久了，到底去哪裡了?","I have waited (for him) for so much time. Where is he now?",
"1126","kragan","0","1","整理；清理","to clean","Ga kragan na Dakis ka ooda qsiya ssiyo sapah.","Dakis在清理房子四周的排水道。","Dakis is cleaning the gutters around the house.",
"1127","kseengi","0","1","訓誡","to give a admonition","Asi kseengi wa, kii si mbahang kari denu.","直接罵下去這樣他才會聽話。","Just scold him so he will behave himself.",
"1129","dnngeyan","0","1","曬乾處；曬乾物","being dried","Dengu duma lexi nii denu Takun, hmeri malu puqun ka lexi dnngeyan. ","Takun，把有的(一些)筍子曬乾好了，曬乾的筍子反而好吃。",,"名詞"
"1130","mdengu","0","1","乾","dry","Mdengu lukus pnheyan su di Robo?","Robo，妳洗的衣服乾了嗎？",,
"1131","kleho","0","1","活潑；樂觀",,"Kndalax naq ciga ini kleho ka laqi nii, ye uxe ga mnarux ho?","這小孩從昨天就不舒服(不活潑)的樣子，是不是生病了呢？",,"動詞"
"1132","dengul","0","1","黏稠",,"Kedu dengul na geluq nii. ","這油脂(黏稠物)怎麼那麼稠。",,"動詞"
"1133","rulu puniq","0","1","火車","train","Teyan bale knbbaro rulu puniq.","火車好長啊！","The train is long!","名詞"
"1134","huwa kesun","0","1","如何(做)","how","Huwa kesun pure ka tarux ini krkerak puqul.","如何煮出吃了不會(喉嚨)癢的芋頭莖？",,
"1135","sklui","0","1","嚇一跳","to be terrified","Iya sklui mita namu wa, uka naq brahan ka so kiya.","你們看了不要嚇到，(造成)那(樣)是沒辦法的。",,"動詞"
"1136","melux2","0","1","無故；無由",,"Lux nii kana ka doriq na seediq qmita quyu kii.","所有人看到那條蛇，都瞠目結舌(眼睛睜的大大的)。",,"動詞"
"1137","msdadal","0","1","互為親戚","to be relatives to each other","Ini psterung ka msdadan cbeyo.","過去禁止親戚結婚。","Marriage between relatives was forbidden in the past.",
"1138","gsegus","1","0","刷子",,"Gsegus maanu nii Takun? Gsgesun su maanu?","Takun這是甚麼(用途)的刷子?你要刷甚麼(用)的?",,"名詞"
"1139","lmedax","0","1","有光線",,"Lmedax karac da; tutuy di.","天亮了，起來了。","It's daybreak. Get up!",
"1140","ltlutuc","0","1","子嗣","offspring","Niqan pnkingal patis ltlutuc rudan daha ka knkingal tnsapah alang nami.","我部落的每戶人家都有一本家譜。","Every family has its own lineage.",
"1141","quduq","1","0","胳肢癢",,"Iya qquduq wa! Mnarux.","不要騷胳肢癢！很痛。","Don't tease me in the armpit! It hurts.","動詞"
"1142","qdqudun","0","1","搔別人的胳肢窩","to tickle one's armpits","Gaga mhulis da laqi nii; ye smkuxun qdqudun.","這個小孩子笑了；原來他喜歡胳肢癢。","The kid is laughing because he likes the itch in the armpit.",
"1143","pkuudus","0","1","使活著","to make someone alive","Pkuudus ku nana kesa; iya qqaras kesa!","告訴他不要太高興，我還會活著!","Tell him not to be too happy; I'll still be alive.","動詞"
"1144","pkuudus","0","2","使活著","to make someone alive","Pkuudus tama su rudan nana, iya scuqi lmnelung.","你的阿公/祖父還會活下去，你不要想太多。",,"動詞"
"1145","mccebu","0","1","戰爭；射擊","war","Egu riyung seediq wada mhuqil mccebu.","很多人死於戰爭。","Many people died at war.",
"1146","lhengo","0","2","岩洞","cave; grotto","Niqan kingal lhengo dgiyaq ddupun nami mesa rudan.","老人說過在我們傳統的獵場有一個岩洞。","The senior said there's a grotto in our traditional hunting field.","名詞"
"1147","nleban","0","1","坐牢","to be in jail","Nleban sknuwan Dakis ga, ma ku ini kkela ani ttikuh.","Dakan是什麼時後被關(監獄)的，我怎麼一點都不知到道。",,"名詞"
"1148","psrobo","1","0","下著毛毛雨",,"Uxe mquyux paru, nii psrobo nanaq.","不會下大雨，僅下著毛毛雨。",,
"1157","liingun","0","1","藏起來","to hide","Lingan su inu napa su nii di? Scuqi paru.","你這個包袱要藏在哪裡？它太大了。","Where are you going to hide this bag? It's too big.",
"1153","pika","0","1","跛腳","being lame","Iya mkmhemuc mesa pika seediq wa, naqah so kiya.","不要隨便說人家""跛腳""那樣不好",,"動詞"
"1162","sdiyal","0","1","找到","to find","Ini ku sdiyan wa; ga su psaun inu?","我找不到耶；你放在哪裡？","I can't find it; where did you put it?","動詞"
"1156","gneegan","0","1","挑選過的","to be selected","Gneegan daha malu puqul kana gaga supih ga.","他們選好吃的放在鍋子裡。","They picked the most tasty ones and put them in the pot.",
"1160","peruh","1","0","板機；槍枝",,"需要例句",,,"名詞"
"1159","mnkala","1","0","漲滿；滿溢","to brim","Paru riyung quyux, gisu mnkala alang kana qsiya yayung di.","雨水太大了，河裡的水漲滿正越過部落了。","The rain is too heavy; the river is brimming over the tribe.",
"1161","qcahul","1","0","身軀; 人體",,"例句?",,,"名詞"
"1163","toting","1","0","顴骨",,"需要例句",,,"名詞"
"1164","tgsebu","0","1","倒下","to fall down","Ini qita elu ma, wada tgsebu takun ka laqi ga di.","那小孩沒注意看路而跌跤了。","The child fell down because he did not pay attention to the road ahead.","動詞"
"1165","wawa","1","0","獵肉(中大型走獸)；豬肉以外的肉",,"Dsane ta tama bubu ta ka wawa rnbruban nii.","我們將這燻烤過的獵肉帶給我們的父母親吧。",,"名詞"
"1166","gnxalan","0","1","同學；同年；同儕",,"Gnxalan mu mosa muuyas Hori ka Temi. ","Temi是我到埔里念書時的同學。",,
"1167","mnais","1","0","(被洪水沖)接走",,"Wada daun mnais qsiya tibu mu babuy di. ","我的豬舍被洪水沖走了。",,
"1171","geyu","0","1","砍伐","to chop","Ga sgrangan puru ggeyu na qhuni ka Takun di. ","Takun要用來砍樹的斧頭生鏽了",,"動詞"
"1170","kini","0","1","表結果",,"Sao ta kusun di kini ho? uxe ku pgdema ali saya. ","我們明天去好嗎？我今天要忙。",,"其它"
"1172","tdheriq","1","0","滑落",,"Wada moda tdheriq baga na ka qcurux, ini na qrapi. ","魚從他的手滑溜出去，他沒抓到。",,
"1182","dooi","0","1","拿著；握著","to hold","Dooi baga na! ","牽他的手！",,"動詞"
"1173","gmegang","1","0","攪動",,,,,"動詞"
"1174","akedix","0","1","感覺到痛的驚嘆詞","ouch","Kedix! Ga su trigun luqah mu da!","好痛！你碰到我的傷口啦！","It hurts! You touched my wound!","動詞"
"1217","mtuting","0","1","掉下","to fall","Mhada ka hei qhuni de mtuting naq denu.","樹的果實熟了之後就會掉落。",,
"1176","icux","1","0","飯匙",,,,,"名詞"
"1177","mtduwa","1","0","很在行","to be good at something","mtduwa riyung pstalang na  budi ka riso.","那青年善於弓箭的擊射。",,
"1178","buuc","1","0","種子",,,,,"名詞"
"1181","so hari","0","1","好像",,"So hari mesa ga tuting laqi ka ina na Takun di wa. ","聽說Takun的媳婦生孩子了哦。",,
"1183","kiya ka","0","1","所以","thus","Ga qmuyux ka nganguc, kika msekuy nami meniq bebe.","外面下著雨水，所以我們在屋簷下會覺得很冷。",,
"1184","pneeru","0","1","告訴(別人)","to tell","Iya pneeru seediq mesa bnari ku yqeyaq na Dakis ha.","不要告訴別人我買了Dakis的田喔。",,"動詞"
"1186","kkesa","0","1","走路","to walk","Kkesa naq kesa laqi ga. Chedil riyung paanun.","叫那個孩子自己走路吧，他背起來很重。","Tell him to walk on his own. The child is too heavy to carry.","動詞"
"1188","prnui","0","1","告訴某人(祈使)","to tell someone (imperative)","Iya prnui bubu mu wa, kseengun ku na denu. ","不要告訴我媽媽，她會罵我的。",,
"1190","nanaq","0","3","僅僅; 只","(the) only (available)","Pberih ku cuga da, so klaun rkebun mu naq naqah. ","我昨天吐了；或許是我自己的胃不好吧。",,"名詞"
"1191","sklui","0","2","嚇一跳","to be terrified","Iya skluii ka rudan, naqah so kiya.","不要嚇老人家！那是不好的。",,"動詞"
"1192","pnngalan","0","1","照顧；帶(小孩)",,"Pnngalan mu sapah ising nii ka rupun mu. ","我的牙齒是在這家診所拔掉的。",,"名詞"
"1194","mduwa","0","2","很快(順暢如車輛行駛的快、陀螺旋轉的正、槍枝及弓箭射得準)","to be fast","Mduwa scebu budi na Dakis.","Dakis的弓箭射起來很準。",,"動詞"
"1195","tduwa","0","1","正確；很行","to be correct","Laqi maanu! Ini tduwa kii.","那是什麼孩子！那樣不聽話。",,"動詞"
"1196","mtduwa","0","1","聽話","to be obedient","Mtduwa kana ka laqi na Tado. ","Tado的子女都乖巧、聽話(有所成，但不一定是大成就)。",,
"1197","knduwa","0","1","照樣；依舊","to be as before","Pawan, knduwa naq so soni wa. ","Pawan，再依/做像你剛才的動作/樣子(讓我看看)。",,
"1198","baraq","0","1","肺","lungs","Lux so baraq dqeras na Dakis.","Dakis(因羞愧)臉紅了。(baraq是肺臟，可以用來形容""人的臉紅""。)",,"名詞"
"1199","barux","0","1","又不是(又不會；又不是要)...","it is not that...","Barux yaku di, Temi ga mesa ye su maha.","又不是我(要)，是Temi說你要不要去的。",,"其它"
"1200","kala","0","1","爬",,"Ini nami gkala dgiyaq kiya, mnkala nami dgiyaq tgiicin na.  ","我們沒有爬過那座山嶺，我們是爬過它的另一座山嶺。",,"動詞"
"1201","murux","0","1","獨自一人；單獨","alone","Murux su naq mosa neepah klaali?","你經常一個人去工作嗎？","Do you often go to work alone?",
"1202","mhmetun","0","1","隨便","to be at will","Wada mu mhmetun matis ka naku.","我的我把它亂寫/亂作答。",,
"1203","mmhemuc","0","1","隨便","to be at will","Iya mmhemuc mlukus/plukus lukus seediq.","不要亂穿別人的衣服。",,
"1204","hprayan","0","1","煮熟","to cooked","Ribo nii hprayan na qnilo babuy ka bubu mu rudan. ","我阿嬤是用這鍋子煮餵給豬吃的食物。",,
"1205","hprayun","0","1","煮","to cook","Hprayun su knuwan ka sunguc ga di bubu? ","媽，妳什麼時候要煮這樹豆？",,
"1206","hnprayan","0","1","煮","to cook","Hnprayan na sknuwan bunga nii bubu mu?","我媽媽什麼時候煮這地瓜的呢？",,
"1212","mptgesa","1","0","老師","teacher",,,,
"1210","maha","1","2","大約；約略","about","Maha mriman hari knkawas na ciida.","他當時約50歲左右。","He was about 50 at that time.",
"1211","maha","1","3","大約；約略","about","Maha piya ka pnqan su?","你大概吃了幾個？",,
"1213","tuting","1","0","生產(女性)；掉落","to give birth; to fall dawn","So hari mesa ga tuting kingal laqi mqedil ka Obing.","聽說Obing好像生了一個女兒(女嬰)。",,"動詞"
"1215","tuting","0","1","鐵鎚","hammer","Uka su tuting paru hari Walis?","Walis，你有較大一點的鐵鎚嗎？",,"名詞"
"1218","tuting","1","1","生產(女性)；掉落",,"Smnegul tnhridan na baro mquri ngeractuting ka dara hido kii.","那顆太陽的血隨著它的上昇而向外掉落。(兩個太陽的故事)",,"動詞"
"1219","tlami","0","1","試試看","to try","Tlami mekan Dakis, teta cheya puqun?","Dakis 你試著吃看看，看好不好吃？",,"動詞"
"1220","tlmanun","0","1","試試","to try","Ga tlmanun pstalang na Takun ka halung.  ","槍，Takun正在試射著。",,
"1221","baso 2","0","1",,,"Baso begu ga di Rabe, ado so ini ktilux de mahun.","Rabe，把那(煮熟的)湯移離爐灶，喝起來才不那麼熱。","Rabe, remove that soup from the kitchen stove so that it won't be too hot to eat.","動詞"
"1222","betaq 2","0","1","(以銳器)刺","stab","Betaq isu babuy ga Pawan, ini ku kela metaq ka yaku.Pawan，","豬你來刺，我不會刺。",,"動詞"
"1224","rehaq 2","0","1","樹皮；果皮；蛇皮；魚皮；(核果類)殼","skin (of non-animate)","Mgceas ka rehaq blebun de mhada.","香蕉成熟時皮呈黃色。",,"名詞"
"1225","rehaq 2","0","2","樹皮；果皮；蛇皮；魚皮；(核果類)殼","skin (of non-animate)","Spuun daha tmekan qraqil pada ka rehaq trabus (?) de smmalu lubuy qraqil. ","他們製作皮袋(包)時，會將山羌皮與花生殼一起搗衝。",,"名詞"
"1226","rehaq 2","0","3","樹皮；果皮；蛇皮；魚皮；(核果類)殼","skin (of non-animate)","Misa asi ka qcurux paru rhequn daha rehaq na! ","應該是大型魚類他們才剝牠們的皮吧！",,"名詞"
"1227","bobo na","0","2","接續；之後","continuing; afterwards","Bobo na de, ini ku kela wada inu ka Dakis di. ","之後，我就不知道Dakis到哪裡去了。",,
"1229","tbyaxi","0","1",,,"Tbyaxi megul dapa ga, hmuwa de tlherah. ","把牛綁緊，鬆綁了怎麼辦。",,
"1230","tmeetu","0","1","剁","to chop","Nii ku tmeetu papak boyak bnege daha wa.  ","我在剁人家給的山豬腿(腳)。",,"動詞"
"1231","nii","1","0","正在","is V-ing","Nii ku tmeetu papak boyak bnege daha wa.","我在剁人家給的山豬腿(腳)。",,"動詞"
"1232","tteyun","0","1","剁切","to chop","Tteyun ta maanu di Walis?","Walis，我們要用什麼來剁了呢？",,
"1233","kadi","1","0","以網撈捕","to net","Kadi hini isu, maha ku kmadi hiya ka yaku. ","你在這裡網(魚蝦)，我到那裡網(魚蝦)。",,"名詞"
"1234","betaq 2","0","2","(以銳器)刺","stab","Isu betaq Tado, uxe gndara babuy ka Dakis nii.","Tado，你來刺(殺)，Dakis沒殺過豬。",,"動詞"
"1237","rudan","1","0","年老(了)","old","Ga ini kbeyax hei na Tado saya da, ado ka rudan di.","Tado的身體已沒力量，因為(他)老了。",,"動詞"
"1236","betaq 1","0","1","(從某處)到某處","from somewhere to another","Uxe betaq hini ayus ta dheran peni Pawan? ","Pawan，我們地的界線不是到這裡嗎？",,"其它"
"1238","negul","0","1","繩索","rope","Uli negul nuqah, kiya si mkere. ","用麻繩綁，麻繩比較堅韌。",,"名詞"
"1239","qbsuran","1","0","領導人",,"Walis Temu ka qbsuran alang miyan saya.","我們現在的部落領導人是Walis Temu.",,"名詞"
"1240","qnsingan","0","1","醃製(肉)",,"Kedu knremun qnsingan nii Ape?","Ape, 這醃肉怎麼那麼鹹？",,
"1241","qsingan","0","1","醃製(肉)","to pickle","Qsingan daha rusuq pklihu qtaan ka qnsingan. ","他們把醃肉醃在透明的玻璃瓶。",,
"1242","snbasi","0","1","(因而)酸",,"Saani mekan icil ricah kii Pawan, snbasi su seediq. ","Pawan，你把那梅子帶到別處吃，(你在這裡吃)讓人嘴裡酸酸的。",,
"1243","mbasi","0","1","酸澀","sour","Ini khada lipas nii dungal, mbasi puqun.","這葡萄還沒熟，吃起來酸酸的。",,
"1244","mbasi","1","0","守喪期間；家有喪事",,"Ga mlukus lukus mbasi ka Dakis.","Dakis在穿喪服。",,
"1245","rbruban","0","1","烘烤；燒烤","to dry by fire","Rbruban daha wawa camac de mosa dqiyaq ka rudan ta cbeyo.","我們的先祖去到高山的狩獵時會將獵肉以火燻烤(以利存放)。",,"動詞"
"1246","cuqi1","2","0","竹杯；竹筒或木製的小杯筒","baboo cup","Smalu cuqi btakan de piimah seediq ka rudan ta cbeyo.","我們的先祖們宴客時，會製作竹杯。","Our ancestors would make bamboo cups before entertaining guests at a banquet.","名詞"
"1247","cuqi1","2","1","性事；性交","intercourse","Kari na maanu mesa cuqi laqi ga ha?","那孩子在說什麼肏(操)她？","What did that child say about having intercourse with her?","名詞"
"1251","scuqi","0","1","(竹筒滿而)溢出；超過、過分、太","to overflow","Iya scuqi (sgcuqi) mimah sino Dakis, smeeliq hei wa.","Dakis，喝酒不要過量，會傷身體的。",,"動詞"
"1252","slau","1","0","母蟋蟀",,"Slau kesun daha bubu bsiyus.","他們稱母蟋蟀為slau。",,"名詞"
"1253","tnunan","0","1","織物件數","the unit of the weave",,,,"名詞"
"1254","tndadal","1","0","陪伴",,"Bubu mu ka tndadal yaku mosa Hori.","是我媽媽陪我到埔里的。",,"名詞"
"1255","tndadal","0","1","有親戚關係","to be related with",,,,"名詞"
"1256","mkmatak","1","0","夾",,"Mkmekan ku siyang ga, kika mkmatak ku tikuh ppuqun mu.","我想吃豬肉，所以我想夾一點來吃。",,"名詞"
"1257","yahan","1","0","來",,"Yahan ku na smgila dPawan, kika ini ku skela yamu di.","我被Pawan他們所耽擱，所以沒能趕上你們。",,"名詞"
"1258","smkela","1","0","趕得上",,"Smkela su de eyah sapah mu han.","你趕得上的話先到我家。",,"名詞"
"1259","berih","1","0","解開(毛線)；折返; 把話收回(向別人致歉)",,,,,"動詞"
"1260","kbberih","0","1","後退；折返；解開","to be backward","Qnuuqu madis eluw Dakis ga wa, kiya ka kbberih nami dungan.","Dakis帶錯了路，所以我們又折回來(重走)。",,"動詞"
"1261","kenu","0","1","哪一個","which one","Ginu ka trasi su isu?","你的雨傘是哪一把？",,"動詞"
"1262","pungu","0","2","關節","joint","Iwan, spegi qnqihan su, kklaan su mesa piya pungu kanna. Iwan，","你要算妳所捻過的紗，（算過之後）妳才知道全部捻了多少結。",,"名詞"
"1263","sgaya","0","1","破壞規矩??","to break the rules","Ani mmaanu sgaya daha ka rudan."," 祖先對任何事都有忌諱的。",,
"1264","tdadal","0","1","作伴","to accompany","Asi ka tdalan bubu na mtaqi ka laqi na. ","她的小孩一定要媽媽陪著才會睡。",,
"1265","tduwa","0","2","正確；很行","to be correct","Tduwa hari musa su muuyas. ","你上學要安分一點。",,"動詞"
"1266","gqiyan","0","1","插(入)","to insert","Gqiyan qhuni kana ka gnblingan.","挖掘的洞都要插入木頭。",,"名詞"
"1269","srahuq","1","0","遲到",,"Wada ku srahug jikan di, ki ini ku daha trai.   ","我遲到了，所以他們沒有等我。",,
"1270","pahung","0","1","膽囊","gall bladder","Swai na mqedil paru ba ka pahung na.","他妹妹的脾氣是最兇的。",,"名詞"
"1272","ali","1","0","因...而浪費時間","to waste time on","Nleeluw hari mosa namu sapah pyasan; iya ali moda theyaq eluw.","你們快點去學校，不要浪費時間在路上玩。","Don't play around on your way to school, get there quickly.","動詞"
"1273","mesa","0","1","說；據說；這樣做","to say; to be said; to do so","Ga mesa maanu laqi ga Robo? ","Robo，那小孩在向妳要什麼？(確認此句)","Robo, what did that kid ask you for?",
"1274","qhdeyun","0","1","完成","to finish","Wada namu qhdeyun tmatak ratuc ini ta qhdei di?","我們沒砍完的部分你們已經砍完了嗎？","Have you finished chopping all the remaining part we left?",
"1275","pheyun","0","1","洗","to wash","Pheyun mu kiya hari da, lukus ga.","我等一下才要洗那些衣服。","I will wash the clothes a moment later.",
"1276","mptuting","0","1","正要掉落；快出生",,"Ali kurisumasu ka Mptuting Yesu.","聖誕節是耶穌的降生日。",,
"1277","mtbleyaq","0","1","好好的",,"Bleyaq ta mprengo ita mtbleyaq.","我們好好溝通彼此尊重。",,
"1278","serus","1","0","擦子",,"Ga su madis serus?","你有攜帶擦子嗎？",,"動詞"
"1279","snqsiya","0","1","浪費水",,"Snqsiya bale cuncaman qlliyan ka qsiyan sapah.","家用水流了一整夜真是浪費。",,"動詞"
"1280","cmuhing","0","1","地撥鼠","nesokia","Smeeli bale tnukuy ma pnhuma ka cmuhing pkari dheran.","土撥鼠專鑽地常破壞撒種與種植的農作物",,"名詞"
"1281","gqiyan","0","2","插(入)","to insert","Bobo gqiyan hido de sreesa da!","太陽下沉時天就要黑了。",,"名詞"
"1283","kchungi","0","1","忘掉","to forget","Ini kchungi madis hlmadac musa phuling ka seediq mqlmiqu.","獵人狩獵不會忘記攜帶獵刀。",,
"1284","smmaxal","0","1","十","ten","Ani smmaxal rnsgun ini thei.","無論說了多少次都不願聽從。",,
"1285","skgigan","0","1","剝、刮苧麻皮","to strip bark","Skgigan ka keguy hayan kika maha mgnuqah.","苧麻先要剝皮才能成苧麻絲。",,
"1286","snlhelih","0","1","讓人感到麻煩","troublesome","Ma su so ba snlhelih wano naq quwaq smkagun. ","只用嘴巴呼來呼去的真麻煩。",,
"1287","snlmeyan","0","1","製作","to make; to repair","Snlmeyan su na ka gagac nii?","這個椅子是你自己製造的嗎？",,
"1288","teebun","0","1","塌陷","to collapse","Ni teebun naqah ka neluk nii di?","這凹下去的門是壞了嗎？",,
"1289","tgmaxan","0","1","混雜; 混合",,"Malu ba qtaan tgmaxan tikuh tntanah ka pala tninun! ","參雜一些紫紅色的織布真好看！",,
"1290","tubu","0","2","口簧琴","musical instrument","Niqal seediq mkela smmalu tubu saya di.","現在有人會製造口簧琴了。",,"名詞"
