X		讓 認同 台灣 的 民眾 直線 上升 ，
X		因此 ，
X		因 服貿 協議 激發 的 太陽 花 學運 ，
X		因 服貿 協議 的 不 對等 開放 ，
LL	壓制	同時 壓制 在野黨 。
X		同時 壓制 在野黨 。
X		同時 ，
X		同時 ，
LL	石破天驚	各 方 對 這 一 石破天驚 的 公民 運動 熱烈 回顧 並 展望 。
X	熱烈	各 方 對 這 一 石破天驚 的 公民 運動 熱烈 回顧 並 展望 。
LL	失靈	匡正 代議 政治 失靈 的 國會 選制 改革 ，
X		再 加上 ，
DS	必須	全體 社會 必須 對 馬英九 所 領導 的 政府 與 國民黨 ，
X		全民 更 應 自救 。
X		全民 心繫 高雄 ，
X		先前 ，
LL	爽 歪歪	先 讓 那些 軍官 共諜 爽 歪歪 ，
X		先 經 北京 認可 已 有 其 例 ，
LL	操控	企圖 透過 篩選 候選人 以 操控 選舉 ，
LL	強 渡 關山	企圖 在 立法院 倚仗 優勢 強 渡 關山 ，
DS	絕不	任何 一 個 上軌道 的 國家 絕不 會 允許 在 毫無 討論 、 不准 修正 改良 的 粗暴 過程 中 ，
BW	任何 一 個 上軌道 的 國家 絕不 會 允許 在 毫無 討論 、 不准 修正 改良 的 粗暴 過程 中 ，	任何 一 個 上軌道 的 國家 絕不 會 允許 在 毫無 討論 、 不准 修正 改良 的 粗暴 過程 中 ，
LL	投票 部隊	立委 投票 部隊 玩弄 虛假 審查 招數 ，
LL	玩弄 	立委 投票 部隊 玩弄 虛假 審查 招數 ，
LL	招數	立委 投票 部隊 玩弄 虛假 審查 招數 ，
LL	 封殺	立刻 遭 中國 影視 公司 封殺 。
LL	回 嗆	立即 搬出 憲法 回 嗆 會 補提名單 ，
X	理想 	由於 青年 群眾 的 理想 、 熱情 與 堅持 ，
X	堅持	由於 青年 群眾 的 理想 、 熱情 與 堅持 ，
X		由於 他 被 以 違反 「 國安法 」 起訴 判刑 ，
X		由於 「 以 經 促 統 」 是 中國 明示 的 對付 台灣 策略 ，
LL	愚蠢 	犯下 諸多 愚蠢 且 致命 的 錯誤 。
LL	錯誤	犯下 諸多 愚蠢 且 致命 的 錯誤 。
FW	民調	民調 明白 顯示 ，
NCL	馬 黨國	民意 不 買 馬 黨國 的 帳 。
X		民間 團體 「 四一○ 還 權 於 民 」 繞行 國會 ，
X		民眾 僅 傷 一 人 。
LL	對付	正 是 中國 對付 台灣 的 「 口袋 戰術 」 ︰ 既 打壓 台灣 與 國際 經貿 互動 ，
FW	民意 	正 因 馬英九 與 民意 站 在 對立面 ，
NCL	列寧式 黨 機器	本錢 就 在於 列寧式 黨 機器 ，
X		本錢 就 在於 列寧式 黨 機器 ，
X		必須 確實 改革 ，
X		必須 透過 北京 ；
X		必須 強調 ，
LL	霸凌	必然 會 形成 對 民意 的 霸凌 ，
X		必然 會 形成 對 民意 的 霸凌 ，
X		必要 時 重新 談判 的 堅實 民意 所在 。
X		它 說明 了 ，
X		它 認定 台灣 避免 孤立 、 降低 對 中國 依賴 之 道 ，
X		它 把 事件 認定為 企圖 顛覆 政府 的 暴亂案 ，
X		它 形塑 黨 外 人士 暴力 屬性 ，
X		失去 社會 支持 ，
X		司法 追訴 行動 已然 展開 ，
X		台灣人 更 沒有 理由 相信 中國 的 『 一國兩制 』 。
LL	 封殺	台灣 藝人 聲援 學生 者 遭 中國 封殺 ，
X		台灣 藝人 聲援 學生 者 遭 中國 封殺 ，
X		台灣 應 修改 過時 管制 、 放寬 投資 限制 ，
X		台灣 與 香港 ，
X		台灣 對 中國 的 經濟 依賴 越 深 。
PS	台灣 經濟 會 愈 拚 愈 倒退 嗎 ？	台灣 經濟 會 愈 拚 愈 倒退 嗎 ？
X		台灣 經濟 會 愈 拚 愈 倒退 嗎 ？
X		台灣 經濟 將 被 中國 資本 掌控 。
X		台灣 經濟 要 有 出路 ，
X		台灣 無以 選賢與能 ，
X		台灣 處 危險 邊緣 。
X		台灣 迥異 香港 。
X		台灣 是 主權 獨立 的 國家 ，
LL	詬病	台灣 社會 所 詬病 的 「 一 條 龍 」 和 名勝 景點 嘈雜 紛亂 ，
NCL	「 一 條 龍 」	台灣 社會 所 詬病 的 「 一 條 龍 」 和 名勝 景點 嘈雜 紛亂 ，
LL	紛亂	台灣 社會 所 詬病 的 「 一 條 龍 」 和 名勝 景點 嘈雜 紛亂 ，
X		台灣 的 產業 ，
X		台灣 至少 在 面對 中國 時 ，
X	民主 氣爆	台灣 民主 氣爆 ，
LL	五花大綁	台灣 少數 特定 企業 五花大綁 去 中國 打拚 ，
NCL	「 今日 香港 」	台灣 不能 成為 「 今日 香港 」
X		台灣 已經 進入 民主 時代 ，
X	鄭秀玲	台灣 大學 經濟系 教授 鄭秀玲 最近 又 指出 一 項 新 論據 ，
X		台灣 人民 萬一 「 被 服貿 」 ，
X	關鍵	台灣 人民 當家 做主 的 關鍵 時刻 ，
X		台灣 人民 絕對 不會 輕易 放過 他 。
X		台灣 人民 的 眼睛 是 明亮 的 。
X		台灣 人民 多數 反 服貿 ，
X		台灣 人民 也 已 清楚 看出 ，
PS	竟	台獨 因此 竟 與 共產黨 畫上 等號 。
X		可是 ，
X		可見一斑 。
X		只是 假 的 真 不 了 ，
X		只是 再度 印證 其 不 知 自我 反省 的 個性 ，
NCL	追求 「 終極 統一 」 的 馬英九	只有 追求 「 終極 統一 」 的 馬英九 執迷不悟 。
X		只有 追求 「 終極 統一 」 的 馬英九 執迷不悟 。
X		只 會 讓 台灣 進一步 鎖 入 中國 ，
LL	垂涎三尺 	只 看到 讓 他們 垂涎三尺 的 「 領土 」 。
LL	變 不 出新 把戲	只 自 曝馬 政府 變 不 出新 把戲 ，
LL	墮落	只 凸顯 新黨國 的 墮落 。
X		只 凸顯 新黨國 的 墮落 。
X		另外 ，
X		去年 底 ，
X		半 年前 在 宜蘭 礁溪 舉行 的 第九 輪 洽談 引起 抗議 ，
X		北京 則 藉 此 加緊 入 島 統戰 。
X		北京 的 一百七十 個 欽 點 人大 代表 強 以 「 不符 國際 標準 的 普選 方案 」 ，
X		包裹 將 台灣 經濟 鎖進 中國 的 毒藥 。
X		包括 攻進 行政院 ，
X		包括 太陽花 或 在野黨 強力 監督 ，
X		加上 黑道 出動 ，
LL	「 無能 」	加上 一再 證明 的 「 無能 」 ，
X		加上 一再 證明 的 「 無能 」 ，
X		出現 今春 台灣 太陽 花 學運 的 類似 模式 ，
LL	專制	凸顯 專制 特質 。
X		凸顯 專制 特質 。
X	迎刃而解	以為 政權 到手 就 迎刃而解 ，
X		以為 政權 到手 就 迎刃而解 ，
X		以前 ，
X	 流血	以及 為了 服貿 不惜 讓 學生 流血 ，
X	周美青	以及 周美青 所謂 的 「 政府 覺得 已經 說 過 許多 次 了 ，
X	王建?	以及 王建?在 監察院長 任 上 也 紛紛 指稱 ，
X		以及 王建 ? 在 監察院長 任 上 也 紛紛 指稱 ，
LL	戲本	以上 戲本 說明 甚麼 ？
X		以上 戲本 說明 甚麼 ？
X		以 總統 高度 ，
X		以 增強 競爭力 ，
X		以 強調 「 自由 市場 、 自由人 」 自任 ，
X		以 法 「 治 」 人民 。
LL	目 無 頭家	他們 總是 目 無 頭家 ，
LL	暴力	他們 就 搬出 國家 暴力 來 「 法治 」 ：
X		他們 就 搬出 國家 暴力 來 「 法治 」 ：
X		他們 眼 中看 不 到 活生生 的 「 人民 」 ，
LL	背對 人民	他們 永遠 背對 人民 。
LL	臭 酸 的	他們 只 想 用 臭 酸 的 政治 宣導 來 洗 人民 的 腦 ，
LL	來 洗 人民 的 腦	他們 只 想 用 臭 酸 的 政治 宣導 來 洗 人民 的 腦 ，
X		他 還 有 權力 決定 合憲 不 合憲 。
LL	低聲下氣	他 為 「 馬習會 」 低聲下氣 ，
ATA	「 經濟 學人 」	他 的 無能 且 經 「 經濟 學人 」 國際 認證 。
X	經濟 學人	他 的 無能 且 經 「 經濟 學人 」 國際 認證 。
X		他 所謂 的 「 拚 經濟 」 ，
X		他 把 矛頭 指向 在野黨 的 「 暴力 杯葛 」 ，
LL	撐腰	他 只 能 倚賴 中國 撐腰 ，
X		他 只 能 倚賴 中國 撐腰 ，
FW	心聲 	主要 政黨 及 政治 領袖 不可 漠視 這 一 人民 求變 求新 求 合理 的 心聲 與 要求 。
X		主要 政黨 及 政治 領袖 不可 漠視 這 一 人民 求變 求新 求 合理 的 心聲 與 要求 。
X	極為 	且 對 台灣 而 言 極為 可悲 的 是 ：
LL	可悲	且 對 台灣 而 言 極為 可悲 的 是 ：
NCL	中國 台商 投票 部隊	且 發動 中國 台商 投票 部隊 ，
X		且 發生 於 「 十．一 」 中國 國慶 期間 ，
LL	食髓知味 ，	且 食髓知味 ，
X		且 非 太陽 花 學運 等 公民 運動 所 能 有效 制衡 ，
X		且 明顯 反映 於 民調 ，
X		且 因 黨 外 人士 本土化 的 主張 ，
X		且 外溢 全 國 ，
X		且 支持 太陽花 占領 議場 運動 ，
X		王郁琦 辭職 前 ，
X		水泥塊 底下 「 壓 不 扁 的 玫瑰 」 找到 一 條 小小 的 縫 ，
X		日前 民調 顯示 ，
X		文宣 攻勢 更 猛 。
LL	媚共	文官 媚共 不 以 為恥 ，
X		文官 媚共 不 以 為恥 ，
LL	嚴峻 	尤其 是 嚴峻 的 傷害 。
LL	傷害	尤其 是 嚴峻 的 傷害 。
X		尤其 他 至今 仍 企圖 一 圓 「 馬習會 」 幻想 ，
X		尤有甚者 ，
LL	啟發	太陽花 雖 「 有 歷史 啟發 作用 」 ，
X		太陽花 學運 雖 打亂 馬政府 佈局 ，
LL	公民 覺醒	太陽花 學運 為 代表 的 公民 覺醒 ，
X		太陽花 學運 為 代表 的 公民 覺醒 ，
X	加持	太陽花 既 經 九 合一 加持 ，
LL	熱力	太陽花 的 熱力 還 渡海 到 香港 ，
X		太陽花 的 熱力 還 渡海 到 香港 ，
X		太陽花 所 激發 的 變革 要求 ，
LL	黑箱	反對 黑箱 服貿 ，
LL	語言 暴力	反而 是 政府 的 語言 暴力 不斷 升級 ，
X		反而 是 政府 的 語言 暴力 不斷 升級 ，
X		六 年 來 中 的 連結國 措施 ，
LL	公民 覺醒	公民 覺醒 遍 地 開花 。
LL	遍 地 開花	公民 覺醒 遍 地 開花 。
X		公民 團體 的 關切 ，
X		公民 團體 已經 在 立法院 前 展開 靜坐 ，
X		公民 不 服從 運動 直指 北京 當局 與 香港 政府 ，
X		仍 強調 與 中國 的 ＥＣＦＡ ，
LL	濫行	仍 執意 濫行 ，
LL	賤 招	仍 重拾 已經 失敗 的 賤 招 對付 學生 。
X		仍 待 積極 推進 。
X		仍 未 有 實質 進展 。
X		今後 只 會 更 明顯 ，
X		今天 的 義務 律師團 比 當年 人 多 而 勢眾 ，
X		今天 ，
X		今天 ，
X		五十萬 人 走上 凱道 ，
X		中資 企業 整合 其上 、 中 、 下游 業者 來 台 經營 的 一 條 龍 模式 ，
X		中資 企業 幾乎 是 大型 國營 企業 ，
X		中國化 仍 是 他 優先 不變 的 目標 ，
X		中國 觀光客 成為 最 大 宗 ，
X		中國 壓制 越 甚 ，
X	老調	中國 領導人 習近平 上 週 重彈 當年 鄧小平 針對 台灣 的 「 一國兩制 」 老調 ，
X		中國 與 台灣 的 身分 並 不 相同 ，
LL	玩弄	中國 殖民 與 玩弄 香港 的 本質 顯露 無遺 ，
X		中國 這 一 謀取 台灣 策略 ，
LL	門戶 大開	中國 國企 卻 可 全面 進入 門戶 大開 的 台灣 ，
LL	罔顧	中國 國民黨 所 掌控 的 立法院 罔顧 民意 ，
NCL	元凶	中國 是 孤立 台灣 的 元凶 。
X		中國 是 「 開發 中 國家 」 ，
X		中國 政策 之外 ，
LL	併吞	中國 卻 以 併吞 台灣 為 目標 ，
X		中國 在 十五 日 試飛 M 503 航路 ，
LL	矛盾	中國 必 會 利用 馬朱 的 黨政 矛盾 ，
X		中國 加入 ＷＴＯ 的 開放 承諾 是 最 基本 的 極少 項目 ，
X		中國 不但 直接 影響 台灣 大選 ，
LL	敲詐	中國 也 極 有 技巧 地 敲詐 馬英九 奉送 更多 的 籌碼 ，
LL	慢半拍	中央 慢半拍 ，
X		不顧 自己 以前 讓 監察院 空 窗 三 年 。
ATA	華爾街日報	不論 馬英九 的 講話 或 華爾街日報 社論 ，
X		不論 太陽花 學運 或 至今 在 國會 的 立法 延宕 ，
X		不敵 「 苦肉計 」 的 民間 版本 ，
X		不過 是 「 祖國 神聖 的 領土 」 ，
X		不過 ，
X		不過 ，
LL	幹譙	不僅 國人 一 片 幹譙 ，
LL	向 中國 傾斜	不僅 是 政策 向 中國 傾斜 ，
X		不僅 武官 ，
X		不僅 如此 ，
LL	令 人 感嘆	不能不 令 人 感嘆 ，
X		不容 監督 ，
LL	搪塞 	不容 主管 部門 再行 搪塞 卸責 。
X		不容 主管 部門 再行 搪塞 卸責 。
X		不要 說 一般 民眾 ，
X	喚起 	不但 喚起 民眾 ，
LL	 熱潮	不但 在 台北 捲起 柯 Ｐ 熱潮 ，
X		不但 在 台北 捲起 柯 Ｐ 熱潮 ，
X		不在話下 。
TTC	不 誠 無物	不 誠 無物 ，
LL	閉門思過	不 是 更 應該 閉門思過 、 內慚 神明 嗎 ？
LL	內慚 神明	不 是 更 應該 閉門思過 、 內慚 神明 嗎 ？
PS	不 是 更 應該 閉門思過 、 內慚 神明 嗎 ？	不 是 更 應該 閉門思過 、 內慚 神明 嗎 ？
X		不 思 積極 兌現 競選 承諾 ，
X		不 知 要 到 何 年 何 月 ？
X		不 分 場合 指責 在野黨 的 不 是 ，
X		才能 加入 。
FW	公眾 支持	才 有 可能 獲得 公眾 支持 ，
LL	癱瘓	已經 讓 國會 今後 就此 癱瘓 、 永無寧日 ，
LL	永無寧日	已經 讓 國會 今後 就此 癱瘓 、 永無寧日 ，
LL	復健	已經 指出 台灣 民主 復健 的 方向 ，
X		已 確定 不 開 第三 次 臨時會 ，
X		大舉 逮捕 審判 入獄 。
X		大選 既 受 中國 左右 ，
X		大學 教授 校長 支持 學運 者 眾 。
X		大張旗鼓 地 藉機 「 鎮暴 」 ，
X		大家 並 沒有 看到 學生 有 甚麼 「 暴行 」 ，
LL	大放厥詞 。	大放厥詞 。
X		大官 慰問 受傷 員警 ，
HA	美麗島 事件	凡 此手法 都 見 諸 美麗島 事件 。
X		凡 此 ，
LL	低迷	也許 自認 拉高 藍 綠 對抗 有助 拉抬 個人 和 執政黨 低迷 的 人氣 ，
LL	寶貴 的	也 讓 台灣 社會 上 了 一 堂 寶貴 的 民主 課程 。
LL	震撼 	也 震撼 馬 黨國 ，
X		也 震撼 馬 黨國 ，
X		也 與 台灣 人民 普遍 認知 相反 。
LL	誘使	也 透過 ＥＣＦＡ 、 服貿 誘使 台灣 落入 預設 的 陷阱 ，
LL	陷阱	也 透過 ＥＣＦＡ 、 服貿 誘使 台灣 落入 預設 的 陷阱 ，
X		也 看 不 到 人民 賴以 維生 的 「 土地 」 ，
X		也 是 馬英九 目前 應當 有所 作為 ，
X	關鍵	也 是 即將 下台 的 馬英九 們 的 關鍵 時刻 。
NCL	馬英九 們	也 是 即將 下台 的 馬英九 們 的 關鍵 時刻 。
X		也 早已 有 人 開始 搶先 為 中國 服務 ，
X		也 收拾 不 了 學運 已然 喚起 的 民心 。
LL	任 人 宰割	下場 就是 這樣 任 人 宰割 ！
X	任 人 宰割	下場 就是 這樣 任 人 宰割 ！
LL	吐 槽	三一八 週年 日 卻 不惜 對 民間版 「 兩岸 監督 條例 」 吐 槽 ，
X		三一八 週年 日 卻 不惜 對 民間版 「 兩岸 監督 條例 」 吐 槽 ，
X		三一八 這 一 天 ，
X		三一八 太陽 花 學運 屆滿 週年 ，
X		又 趁機 責難 在野黨 ，
LL	障礙	八月 又 對 香港 特首 普選 橫置 障礙 ，
X		八月 又 對 香港 特首 普選 橫置 障礙 ，
X	人民 死活 	人民 死活 都 無所謂 。
X		人民 死活 都 無所謂 。
X		人心 向背 的 原因 很 簡單 ，
X		二○一二年 總統 大選 前 公開 表態 ，
NCL	九 趴 總統	九 趴 總統 至今 仍 執迷 不誤 、 一意孤行 。
LL	執迷 不誤	九 趴 總統 至今 仍 執迷 不誤 、 一意孤行 。
X	執迷 不誤	九 趴 總統 至今 仍 執迷 不誤 、 一意孤行 。
X		九 合一 選舉 ，
LL	一意孤行 ，	一意孤行 ，
X	一步步 走向 權力 終點 的 馬英九	一步步 走向 權力 終點 的 馬英九 ，
X		一如 當年 ，
HA	美麗島 事件	一如 一九七九年 的 美麗島 事件 ，
LL	紙上談兵	一切 都 仍 停留 在 紙上談兵 階段 ；
X		一九四七年 二月 二十八日 國民黨 暴力 鎮壓 反 政府 示威 ，
X		一九七九年 十二月 十日 發生 在 高雄 的 事件 ，
ATA	中國 移居 美國 的 經濟 社會 學者	一 位 中國 移居 美國 的 經濟 社會 學者 則 指出 ：
X		一 年前 的 三一八 ，
X		一 年 後 看 太陽花 ，
X		一 年 來 儘管 服貿 協議 尚未 經 國會 審議 通過 ，
X		一 年 來 「 本 黨 深 自 反省 」 ，
X		M 503 航路 通行無阻 ，
X		M 503 航路 終於 到手 ，
X		… 一直 到 希望 的 光線 ，
X		」 報紙 刊出 來自 花蓮 的 女性 「 跪 求 暴徒 」 照片 ，
NCL	「 現代 吳鳳 」	」 好個 「 現代 吳鳳 」 與 「 勇敢 婦人 」 ，
NCL	勇敢 婦人	」 好個 「 現代 吳鳳 」 與 「 勇敢 婦人 」 ，
X		」 也 有 不少 人 警示 ，
ATA	《 紐約時報 》	」 《 紐約時報 》 指出 ，
X		「 讓 立法院 的 高 牆 倒下 」 。
X	當然	「 鐵蹄 」 當然 更 壓 不 扁 玫瑰 ！
NCL	「 鐵蹄 」	「 鐵蹄 」 當然 更 擋不住 大江東 流 ！
X		「 鐵蹄 」 當然 更 擋不住 大江東 流 ！
X		「 象徵 著 在 日本 軍閥 鐵蹄 下 的 台灣 人民 的 心 」 。
NCL	「 馬卡茸 總統 」	「 馬卡茸 總統 」 領導 的 「 太陽餅 馬戲團 」 ，
NCL	「 太陽餅 馬戲團 」	「 馬卡茸 總統 」 領導 的 「 太陽餅 馬戲團 」 ，
X		「 逆轉 一 地 命運 ，
ATA	「 紐約時報 」	「 紐約時報 」 本 週二 社論 指 「 在 香港 事態 之後 ，
LL	「 氣 爆扯 服貿 」	「 氣 爆扯 服貿 」 ，
PS	竟然	「 軍審法 」 在 洪仲丘案 後 的 修正 ，
X		「 為了 守護 咱 的 夢 ，
X		「 後果 要 全民 承擔 」 ，
LL	不 倫	「 南韓 威脅 論 」 顯然 比擬 不 倫 。
LL	食言而肥	「 雨傘 革命 」 肇因 於 中國 食言而肥 ，
X		「 雨傘 革命 」 凸顯 港人 不甘 當 另 一 個 中國 城市 ，
X		「 兩岸 服務 貿易 協議 」 昨天 在 國民黨 立委 張慶忠 擔任 主席 下 ，
X	「 兩 人 三 腳 」	「 兩 人 三 腳 」 繼續 行使 權力 。
X		「 如果 這些 暴徒 還要 鬧事 ，
X		「 台北 的 血腥場 面 令 人 回想到 一 個 截然不同 、 更 黑暗 的 年代 ：
NCL	「 半 分 忠 」	「 半 分 忠 」 引爆 民怨 火山 噴發 ，
X		「 以 黨 領 政 」 ，
LL	 毀滅 	「 以 民主 之 名 毀滅 民主 價值 」 ，
X	「 今日 香港	「 今日 香港 ，
ATA	《 彭博 商業 周刊 》	《 彭博 商業 周刊 》 的 評論 稱 ，
ATA	《 時代 》	《 時代 》 駐 北京 特派員 指出 ，
